"分类","法规名称","文号/标准号","条款号","条文内容","关键词","官方来源URL","发布机关","施行日期","现行状态","备注"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第七条","第七条 县级以上人民政府负有安全生产监督管理职责的部门应当将其制定的生产安全事故应急救援预案报送本级人民政府备案；易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位，矿山、金属冶炼、城市轨道交通运营、建筑施工单位，以及宾馆、商场、娱乐场所、旅游景区等人员密集场所经营单位，应当将其制定的生产安全事故应急救援预案按照国家有关规定报送县级以上人民政府负有安全生产监督管理职责的部门备案，并依法向社会公布。","安全生产,事故,危险化学品,应急,救援,储存,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第八条","第八条 县级以上地方人民政府以及县级以上人民政府负有安全生产监督管理职责的部门，乡、镇人民政府以及街道办事处等地方人民政府派出机关，应当至少每2年组织1次生产安全事故应急救援预案演练。
易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位，矿山、金属冶炼、城市轨道交通运营、建筑施工单位，以及宾馆、商场、娱乐场所、旅游景区等人员密集场所经营单位，应当至少每半年组织1次生产安全事故应急救援预案演练，并将演练情况报送所在地县级以上地方人民政府负有安全生产监督管理职责的部门。
县级以上地方人民政府负有安全生产监督管理职责的部门应当对本行政区域内前款规定的重点生产经营单位的生产安全事故应急救援预案演练进行抽查；发现演练不符合要求的，应当责令限期改正。","安全生产,事故,危险化学品,应急,救援,演练,储存,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第九条","第九条 县级以上人民政府应当加强对生产安全事故应急救援队伍建设的统一规划、组织和指导。
县级以上人民政府负有安全生产监督管理职责的部门根据生产安全事故应急工作的实际需要，在重点行业、领域单独建立或者依托有条件的生产经营单位、社会组织共同建立应急救援队伍。
国家鼓励和支持生产经营单位和其他社会力量建立提供社会化应急救援服务的应急救援队伍。","安全生产,事故,应急,救援,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十条","第十条 易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位，矿山、金属冶炼、城市轨道交通运营、建筑施工单位，以及宾馆、商场、娱乐场所、旅游景区等人员密集场所经营单位，应当建立应急救援队伍；其中，小型企业或者微型企业等规模较小的生产经营单位，可以不建立应急救援队伍，但应当指定兼职的应急救援人员，并且可以与邻近的应急救援队伍签订应急救援协议。
工业园区、开发区等产业聚集区域内的生产经营单位，可以联合建立应急救援队伍。","事故,危险化学品,应急,救援,储存,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十一条","第十一条 应急救援队伍的应急救援人员应当具备必要的专业知识、技能、身体素质和心理素质。
应急救援队伍建立单位或者兼职应急救援人员所在单位应当按照国家有关规定对应急救援人员进行培训；应急救援人员经培训合格后，方可参加应急救援工作。
应急救援队伍应当配备必要的应急救援装备和物资，并定期组织训练。","事故,应急,救援,培训,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十二条","第十二条 生产经营单位应当及时将本单位应急救援队伍建立情况按照国家有关规定报送县级以上人民政府负有安全生产监督管理职责的部门，并依法向社会公布。
县级以上人民政府负有安全生产监督管理职责的部门应当定期将本行业、本领域的应急救援队伍建立情况报送本级人民政府，并依法向社会公布。","安全生产,事故,应急,救援,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十三条","第十三条 县级以上地方人民政府应当根据本行政区域内可能发生的生产安全事故的特点和危害，储备必要的应急救援装备和物资，并及时更新和补充。
易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位，矿山、金属冶炼、城市轨道交通运营、建筑施工单位，以及宾馆、商场、娱乐场所、旅游景区等人员密集场所经营单位，应当根据本单位可能发生的生产安全事故的特点和危害，配备必要的灭火、排水、通风以及危险物品稀释、掩埋、收集等应急救援器材、设备和物资，并进行经常性维护、保养，保证正常运转。","事故,危险化学品,应急,救援,储存,维护,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十四条","第十四条 下列单位应当建立应急值班制度，配备应急值班人员：
(一)县级以上人民政府及其负有安全生产监督管理职责的部门；
(二)危险物品的生产、经营、储存、运输单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位；
(三)应急救援队伍。
规模较大、危险性较高的易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位应当成立应急处置技术组，实行24小时应急值班。","安全生产,事故,危险化学品,应急,救援,储存,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十五条","第十五条 生产经营单位应当对从业人员进行应急教育和培训，保证从业人员具备必要的应急知识，掌握风险防范技能和事故应急措施。","事故,风险,应急,培训,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十六条","第十六条 国务院负有安全生产监督管理职责的部门应当按照国家有关规定建立生产安全事故应急救援信息系统，并采取有效措施，实现数据互联互通、信息共享。
生产经营单位可以通过生产安全事故应急救援信息系统办理生产安全事故应急救援预案备案手续，报送应急救援预案演练情况和应急救援队伍建设情况；但依法需要保密的除外。","安全生产,事故,应急,救援,演练,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十七条","第十七条 发生生产安全事故后，生产经营单位应当立即启动生产安全事故应急救援预案，采取下列一项或者多项应急救援措施，并按照国家有关规定报告事故情况：
(一)迅速控制危险源，组织抢救遇险人员；
(二)根据事故危害程度，组织现场人员撤离或者采取可能的应急措施后撤离；
(三)及时通知可能受到事故影响的单位和人员；
(四)采取必要措施，防止事故危害扩大和次生、衍生灾害发生；
(五)根据需要请求邻近的应急救援队伍参加救援，并向参加救援的应急救援队伍提供相关技术资料、信息和处置方法；
(六)维护事故现场秩序，保护事故现场和相关证据；
(七)法律、法规规定的其他应急救援措施。","事故,应急,救援,报告,维护,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"应急与事故管理","生产安全事故应急条例","国务院令第708号","第十八条","第十八条 有关地方人民政府及其部门接到生产安全事故报告后，应当按照国家有关规定上报事故情况，启动相应的生产安全事故应急救援预案，并按照应急救援预案的规定采取下列一项或者多项应急救援措施：
(一)组织抢救遇险人员，救治受伤人员，研判事故发展趋势以及可能造成的危害；
(二)通知可能受到事故影响的单位和人员，隔离事故现场，划定警戒区域，疏散受到威胁的人员，实施交通管制；
(三)采取必要措施，防止事故危害扩大和次生、衍生灾害发生，避免或者减少事故对环境造成的危害；
(四)依法发布调用和征用应急资源的决定；
(五)依法向应急救援队伍下达救援命令；
(六)维护事故现场秩序，组织安抚遇险人员和遇险遇难人员亲属；
(七)依法发布有关事故情况和应急救援工作的信息；
(八)法律、法规规定的其他应急救援措施。
有关地方人民政府不能有效控制生产安全事故的，应当及时向上级人民政府报告。上级人民政府应当及时采取措施，统一指挥应急救援。","事故,疏散,应急,救援,报告,维护,生产安全事故应急条例","https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4143a1591f56&field=&type=&title=%E7%94%9F%E4%BA%A7%E5%AE%89%E5%85%A8%E4%BA%8B%E6%95%85%E5%BA%94%E6%80%A5%E6%9D%A1%E4%BE%8B","国务院","2019-04-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=生产安全事故应急条例_20190217.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
